3950.92 XeI
3967.25 XeI
4078.82 XeI
4193.01 XeI
4500.98 XeI
4624.28 XeI
4671.23 XeI
4734.15 XeI
4807.02 XeI
5028.28 XeI
5823.89 XeI
6318.06 XeI
6668.92 XeI
6728.01 XeI
6976.18 XeI
7119.60 XeI
7584.68 XeI
7642.01 XeI
7887.40 XeI
7967.34 XeI
8346.83 XeI
8409.18 XeI
8648.54 XeI
9799.70 XeI
9923.20 XeI
10107.34 XeI
